Researcher,Title,Institution,Year,Length,Per_annum_budget,Field,Keywords
??? ?????????,??????????? ?? ?????? ????????? ??-???????? ??-??? ?????? ???????? ?????? ?? ???? ??????? ????? ????,Volcani Centre,2010,4,164000,Ecology,"colonization, soil nutrients, litter decomposition, Soil properties, Mediterranean ecosystems, spatial model, Mediterranean vegetation, pinus halepensis, Quercus calliprinos, vegetation development, forest, maquis, inverse modeling, 
likelihood, ecosystem processes, leaf litter, plant-water dynamics, resprouting"
??? ????,"????? ???? ?????? ???? ???? ??????? ????? ????? ??????,????? ?????? ????????????????",Shiba Medical Centre,2005,3,132000,Medicine - basic research,"growth factors, diabetes, pancreas, liver, Tissue engineering, Transcription factors,  transcription factors, Transdifferentiation, PDX-1, cell replacement therapy, Pancreas development"
??? ????,???????? ???????? ?????? ?????? ????????? ?? ??? ??? ????? ????? ????????,Shiba Medical Centre,2016,3,272000,Medicine - Metabolic and Endocrine Systems,"Epigenetics, DNA methylation,  cell therapy, Transdifferentiation, chromatin immunoprecipitation, insulin producing cells, pancreatic transcription factors"
???? ?????,Plekhm2 ?????? ????????? ??? ????? ???????? ???????????? ??????,Ben Gurion University,2016,4,272000,Medicine - Blood & Respiratory Systems," autophagy, Heart Failure , autophagy, PLEKHM2, familial dilated cardiomyopathy, Left ventricular non-compaction, lysosomal dysfunction"
???? ?????,??? ????? ????? ??? ?????? ????,Ben Gurion University,2021,4,270000,Medicine - Genetics,"male infertility, identification of mutations, function of the normal and mutated proteins"
???? ?????,"???? ?? ??? ??? ?????? ?????? ?? ????-???????? ???? ?????? ?? ??????????, ????? ????? ??????????????",Ben Gurion University,2005,4,176000,Genetics,"FLJ23451, chromosome 2p16 deletion, methyltransferase"
???? ?????,????? ?????? ???????? ??????? ????? Primary Ciliary Dyskinesia ?????????? ??????? ????,Ben Gurion University,2010,3,156000,Medicine - Genetics & Oncology,"positional cloning, Primary Ciliary Dyskinesia, identification of mutations"
??? ????-?? ???,????? ?????? ?????? ?? ????? ???? ???? ????? ???????? ?????? ?????????,Technion,2020,5,280000,Developmental Biology,"Drosophila, development and evolution, transcriptional regulation, developmental biology, morphology evolution, Enhancer, Transcription Factors (TFs), enhancer-promoter interactions"
???? ????,?????? ??????: ???????? ?? ???? ?????? ??? ????? ??? ????????,Hebrew University,2018,5,270000,Neurobiology,"motor learning, adaptation, motor cortex, proprioception, motor control, cerebellar-thalamo-cortical, thalamocortical"
???? ????,????? ?????? ?? ?????? ?????????? ?????? ?????? ????????,Hebrew University,2009,4,195000,Neurobiology,"electrophysiology, Spinal cord, motor cortex, motor control, voluntary movement, corticospinal pathway, primates"
???? ????,???????? ????????????? ????? ????? ?????? ?????? ???????,Hebrew University,2013,5,300000,Neurobiology,"synchronization, motor cortex, synchronization, synchronization, Synchronization, Synchronization, motor control, voluntary movement, thalamus, primates, Thalamocortical interactions"
???? ????,?????? ???????????? ?? ?????? ??????????????? ???? ????? ?????? ????????,Hebrew University,2005,4,246000,Neurobiology,"Spinal cord, interneurons, motor cortex, motor control, primates, descending pathways, voluntary movements"
???? ????,??? ????? ????? ???????? ?? ??? ????? ???? ??? ????? ?????? ??????,Hebrew University,2012,4,174000,Medicine - Metabolic and Endocrine Systems,"obesity,  Obesity , metabolism, circadian clock, feeding regimen, fasting"
???? ????,???? ?????? ???????? ?? ?????? ???? ?????? ????? ?????? ?????? ?????? ????,Hebrew University,2019,4,250000,Molecular Medicine & Human Physiology,"circadian, metabolism, clock, fatty acids"
????? ??????,????? ?????????? ?? ??? ?? ????? ?????? ??????. ???? ?????,Tel Aviv University,2018,4,335000,Medicine - Biomedical Engineering,"phage-display random peptide libraries, computer algorithms, single B cell sorting, antibodies Mycobacterium tuberculosis"
????? ?????,????? ?? DnaA ???????: ????? ???????????,Ben Gurion University,2002,3,0,Biophysics , 
????? ??????,??? ????/????? ?? ????? ????? ????? 3- ????? ?????????,Tel Aviv University,2008,4,227000,Microbiology,"Cellulose degradation, carbohydrate-binding module, cellulose recognition"
????? ??????,????? ?????? ????????? ?? ?????? ?????? ?? ??? ??????? ,Tel Aviv University,2012,4,174000,Biochemistry,"structural biology, Protein crystallography, Clostridium thermocellum, cellulose decomposition by bacteria, cellulolytic bacteria, carbohydrate binding modules, RsgI anti-sigma factors, biomass sensing"
??? ????,??????? ?? ?????? ????? ?????? ?????? ???? ???????? ????????,Tel Aviv University,2010,4,117000,Plant Science,"stress, calcium, auxin, Transcription, Arabidopsis, gene expression, gene expression, signal transduction, microarrays, phenotype"
??? ????,?????? ??????????? ?? ????? ???? ?? ????? ?????? ??????,Tel Aviv University,2002,3,0,Botany, 
??? ????,??? ???? ?????? ????? ?? ????? ???? ?? ????? ?????? ??????,Tel Aviv University,2005,4,220000,Botany,"DNA binding, Arabidopsis, gene expression, gene expression, microarrays"
??? ????,?????? ????? ????? ?? ??? ??? ??-??? ?????? ????? ?????? ???? ?????? ????? ?????,Tel Aviv University,2016,4,272000,Plant Science,"transcriptome, Arabidopsis, signaling, Transcription factors, gene expression, Signaling, Signaling, gene expression, signaling,  transcription factors, calmodulin, deep sequencing, chromatin immunoprecipitation (ChIP)"
?? ??????,???? ??????? ?? ?????? ??????? ????????? ?? ????????,Volcani Centre,2008,4,158000,Plant Science,"Pathogenicity, hypoxia gene regulation, EDTA gene regulation, promoter analysis, postharvest pathology fruits"
?? ??????,"???? ???????? ?? ???? ??????? ?????? ?""? ?????? Colletotrichum gloeosporioides ??????? ?? ????? ???? ????? ?????? ????? ??????",Volcani Centre,2012,4,174000,Microbiology,"effectors, Alkalinization, nitrogen metabolism, morphogenetic effects, fruit pathogencity, quiescent infections in fruits"
??? ????,???? ?? ????? ???? ??????? ????? ??-??? MAPK,Hebrew University,2004,4,132000,Genetics,"phosphorylation, Drosophila, repression, signalling, transcriptional regulation"
??? ????,?????? ???????? ?? ??-???????? ?????? Groucho/TLE ??????? ????? ????? ??????? ??-??? Ras/Erk ????,Hebrew University,2016,3,217000,Signal Transduction,"phosphorylation, cancer, Ras, Ras, Ras, Ras, Ras, Ras, signal transduction, Groucho/TLE, MAPK/Erk, transcriptional repression"
??? ????,????? ?????? ??????? ????? ???-?????? ??????? ????? ????? ???,Hebrew University,2020,4,275000,Developmental Biology,"phosphorylation, Gene regulation, drosophila animal model, Drosophila genetics??, cell cycle control, Groucho/TLE, transcriptional repression"
??? ?????,??????? ????????? ????? ?? ????? TRPV1 ??-??? ????????? ?????????,Hebrew University,2016,4,350000,Signal Transduction,"TRPV1, ion channels, vanilloids, ligand-gated ion channels, patch clamp recordings, live-cell calcium imaging"
??? ?????,????????? ?????????? ??????? ?? ????? ??????? ???? ????? ????????????,Hebrew University,2020,5,280000,Signal Transduction,"TRPV1, ion channels, ligand-gated ion channels, patch clamp recordings, live-cell calcium imaging, trpa1"
??? ?????,"??????? ?????? ?????????? ?? ?????? ????, TRPV1",Hebrew University,2012,4,174000,Neurobiology,"electrophysiology, TRPV1, patch clamp, structure-function, TRP channels, ion channel gating, allosteric regulation, heterologous expression."
???? ?????,"????? ???? ??????? ???? ?????? ??????? ?-HTLV-l ?""? ????? ?????? ???????????? l: ???? ??????? ???? ?????? ?????",Ben Gurion University,2002,3,0,Microbiology, 
??? ??????,???????? ?? ????????? ????? ????? ?????? ???,Haifa University,2015,5,250000,Ecology,"genomics, bioinformatics, Evolution, natural selection, Evolution, evolution, evolution, population genetics, social insects, phylogeny, kin selection, Positive selection, Social biology, association mapping, differential expression"
????? ????????,???? ???? ???? ?? ??????? ????? ????? ?????? ?????-???????? ????????,Hebrew University,2012,4,174000,Medicine - Metabolic and Endocrine Systems,"genetics, epidemiology, cardio-metabolic, risk factors, imprinting, parent-of-origin"
????? ????????,?????? ?????? ???? ???? ??????? ????? ???? ??? ?? ???? ??????,Hebrew University,2007,4,206000,Medicine - Metabolic and Endocrine Systems,"genetics, epidemiology, blood pressure"
??? ???????? ????????,??????? ?????????? ?? ?????? ???????? ?? ???? ?????,Hadassah Hospital,2020,5,270000,Medicine - Cancer & Oncology,"TLR4, Lung cancer, neutrophils, Neutrophil subsets, cellular biological pathways, NETosis, nanoparticle targeting, beta-defensin2"
??? ????????,?????? ?? ?????????? ???????????? ????????? ?? ??-???? ????? RNase,Hebrew University,2019,5,280000,Ecology,"population genetics, theoretical evolution, molecular networks, self-incompatibility, biological physics"
??? ??????,?????? ???????????? ??????? ??????? ????? ?? ??????????? ???? ????? ????????,Hebrew University,2018,4,260000,Biochemistry,"phosphorylation, electrochemistry, acetylation, Biosensors, peptides, peptide synthesis , self-assembled monolayers"
????? ??????,????? ????? ?????? ?????? ????? ?????? ??????? ???? ?????-???????,Hebrew University,2010,4,195000,Animal Science,"immune response, gut, innate immune system, chicken, avian, enterocyte, GALT, epithelium, intestinal immunity, intestinal epithelial cell, precocial birds, oral tolerance"
???? ??????,????? ????????? ????????? ?????? ?????? ?? ??????????? ??????,Hebrew University,2006 ???????,,229500,Plant Science,"genetics, Evolution, proteomics, Evolution, evolution, evolution, biochemistry, mutagenesis, volatiles, Plant secondary metabolism, Phenylpropenes, Eugenol, Ocimum basilicum, Glandular Trichomes"
???? ??????,????? ???? ?????? ?????? ???????? ???? ??? ?????? ???,Volcani Centre,2017,3,270000,Plant Science,"plasticity, Barley, circadian clock, GxE interactions, QTL, local adaptation, Canalization"
???? ??????,????? ???? ?????? ?????? ???????? ???? ??? ?????? ???,Volcani Centre,2017,3,0,Plant Science,"plasticity, Barley, circadian clock, GxE interactions, QTL, local adaptation, Canalization"
???? ??????,???????? ??? ???? ?? ???? ???????? ??????? ???? ?????? ??????? ?? ?????? ?????? ,Volcani Centre,2021,3,260000,Plant Science,"Robustness, GWAS, Genome editing, domestication, cereal genomics, grain yield, Crop wild relatives"
???? ??????,????? ?? ??? ?????? ????? ?????? ??????? ??????,Ben Gurion University,2020,5,270000,Neurobiology,"brain injury, neuroinflammation, blood-brain barrier, Epileptogenesis"
???? ??????,????? ?? ??? ?????? ????? ?????? ??????? ??????,Ben Gurion University,2020,5,38000,Neurobiology,"brain injury, neuroinflammation, blood-brain barrier, Epileptogenesis"
???? ??????,?????????? ?????????????: ????? ????? ???????? ?- TGFbeta?,Ben Gurion University,2007,4,206000,Medicine - Neurological & Psychiatry,"astrocytes, cerebral cortex, epilepsy, neurons, tgf-beta, albumin, neurophysiology, Epileptogenesis"
???? ??????,"????? ?? ????? ???-??? ????? ????? ???? ?? ????? ????? - ????? TGF-? ???????? ???????, ???? ?????? ??? ??????? ??????? ?????? ????????",Ben Gurion University,2011,4,273000,Medicine - Neurological & Psychiatry,"hippocampus, astrocytes, blood-brain barrier, albumin, neurophysiology"
???? ??????, ????? ?? ??? ?????? ????? ?????? ??????? ??????,Ben Gurion University,2015,5,460000,Neurobiology,"blood-brain barrier, albumin, transport mechanisms, post-injury epilepsy"
????? ??????,???????? ??-??????????? ?? ????? ??? ????? ?????? ???? ????? ????????????,Hebrew University,2018,4,240000,Ecology,"Microbial ecology, community ecology, Coevolution, soil microbiology, interspecies interactions"
????? ??????,?????? ?? ???? ??????? ??? Simkania negevensis ???? ??? ??????: ????? ?????? ????? ?????? ????,Ben Gurion University,2003,3,220000,Microbiology, 
??? ??????,???? ?????? ?? ??????? ????????????? ?? ???????,Hebrew University,2019,5,280000,Computational & Systems Biology,"histone modification, Chromatin, gene expression, chromatin dynamics, nucleosome"
??? ??????,"????? ?????? ????????? ???-????? ???????? ?????? ????????? ??? T: ????? ????? ?? ???????? ??????, ???? ??? ?????",Weizmann Institute,2008,3,157000,Immunology,"Cytokines, cytokines, cytokines, systems biology, cytokines, intercellular communication, microfluidics, T-cell differentiation, Stochasticity in gene expression."
??? ??????,??? ??????? ????? ?? ????? ????????? ??? ????? ???? ??? ?????: ?????? ?????? ?? ????????? ???? ??????,Weizmann Institute,2015,5,380000,Bioinformatics & Computational & systems Biology,"T cells, T cells, T cells, T cells, systems biology, T cells, live cell imaging, systems immunology, single cell analysis"
??? ??????,"?????? ??????? ?? ???????? ??? T ???? CD4  ??? ???? ????? ???????, ???? ??? ????? - ??????, ????????? ???????? ?? ???? ?????? ?????",Weizmann Institute,2011,4,273000,Bioinformatics & Computational & systems Biology,"systems biology, live cell imaging, cd4 t cells, systems immunology, cell differentiation, Stochasticity in gene expression"
?????? ?????? - ?????????,????? ?????? '????? ????' ?? ??????? ??????? ?????? ??????-????? ?? ?????,Tel Aviv University,2015,5,300000,Medicine - Cancer & Oncology,"tumor microenvironment, Cancer stem cells, Glioblastoma, Epigenetics, Lentivirus, animal models of cancer, tumor reprogramming, genomic and transcriptome analysis"
?????? ?????? - ?????????,"????? ?????? ?? ??????? ???? ????, ????? ????? ??????? ??? ??????? ?? ?????????? ?? ??? ???????",Tel Aviv University,2020,5,270000,Medicine - Cancer & Oncology,"tumor microenvironment, Glioblastoma, tumor heterogeneity, extracellular matrix (ECM), cancer cell plasticity, cancer mouse model"
???? ??????-????,"?????? ??????, ????? ??? ?????? ???????? ???????????? ?? ?????? ????? ?? ???? ???????",Volcani Centre,2017,4,250000,Animal Science,"RNA-seq, CRISPR, energy-balance,  crispr, chicken, leptin"
???? ??????-????,??????? ??????????? ?? ????? ????? ?? ???? ??????? ??????: ????? ?????? ????? ???? ?????? ?????? ?? ???? ?? ??? ??????,Volcani Centre,2014 ???????,,220000,Animal Science,"energy balance, Animal genomics, avian evolution, leptin gene"
????? ????,???? ???? ??? FMR1 ???? ???????? X ???? ??????? ????? ????? ???????? ?? ????? ????? (CGG),Technion,2005,4,176000,Biochemistry,"fragile X syndrome, tetraplex DNA and RNA, Quadruplex DNA and RNA, hnRNP, DNA and RNA destabilizing proteins, cationic porphyrins"
???? ???????,?????? ?? ?????? ?????: ????? ??????? ???????? ???? ???? ??????? ???????? ?? ????? ??? Bemisia tabaci,Volcani Centre,2013,3,262000,Bioinformatics & Computational & systems Biology,"competition, cooperation, Microbial ecology, metabolic modeling, symbionts, Aleyrodidae, bacterial communities, Hemiptera, sweet potato whitefly"
????? ?????,????? ????? ??????? ????????? ????? ????? ??????? ?????,Tel Aviv University,2008,4,140000,Biochemistry,"protein engineering, x-ray crystallography, Protein crystals, biotemplating, crystal stabilization"
???? ???????,?????? ?? HOGA1 ?????? ??????? ?? Glyoxylate ????? ?? ????????????? ??????? ???? 3,Shaare Zedek Medical Center,2013,4,315000,Medicine - Metabolic and Endocrine Systems,"kidney stones, HOGA1, 4-hydroxy-2-oxoglutarate aldolase, catabolism of hydroxyproline, glyoxylate metabolic pathway, mitochondrial compartmentalization, primary hyperoxaluria type III"
???? ???-????,?????? ?????? ????: ??? Fom-1 ?????? ??? ????? ??????? ????????,Bar Ilan University,2016,4,272000,Plant Science,"Cucumis melo, melon, defense response, resistance gene, Fusarium oxysporum"
???? ?????,"????????? ?????? ??????????? ???????? ???????? ????? ?????? ?""? ???",Technion,2012,4,213000,Medicine - Neurological & Psychiatry,"Phagocytosis, Retinal Pigment Epithelium, A2E, lipofuscin, Best Macular Dystrophy, Best1, Shed Photoreceptor Outer Segments, Chloride Channel, 11-cis Retinal, All-trans Retinal"
???? ?????,????? ???? ?? ????? ?????? ???? ?? ?????? (?????? ??? ???????) ???? ?????? ???? ????? ??????,Technion,2008,4,140000,Neurobiology,"Visual adaptation, Neural adaptation, Ganglion cells, Background illumination, Receptive field, Center-surround antagonism, Direction selectivity, Action spectrum"
???? ?????,??????? ??????????? ?????? ???: ????? ???? ??-????? ?????? ?????????? ???? ??????? ????? ?????,Technion,2004,4,238000,Neurobiology,"Retina, Nitric Oxide, intracellular recording, turtle, synaptic transmission, electroretinogram, Background adaptation, Color opponency, Cone photoreceptors, Horizontal cells, Bipolar cells"
??? ??????,?????? ????? ?? Dynein ?????? GDNF,Tel Aviv University,2011,4,214500,Neurobiology,"axonal transport, retrograde signaling, neuronal survival, motor neuron, GDNF, NCAM, Dyenin, Trophic Factors, Receptor Targeting, Neuromuscular Junction (NMJ)"
??? ??????,?????? ?????? ???????  ?????? ?????? ????? ???-???? ? ALS ,Tel Aviv University,2019,5,280000,Medicine - Neurological & Psychiatry,"ALS, axonal transport, nmj, retrograde signaling, local synthesis"
??? ??????,?????? ?????? ???????  ?????? ?????? ????? ???-???? ? ALS ,Tel Aviv University,2019,5,38000,Medicine - Neurological & Psychiatry,"ALS, axonal transport, nmj, retrograde signaling, local synthesis"
???? ????,????? ???? ?? ???? ???????? ?????? ????? ?? ?????? ?? ???? ??????? ?????? ,Hebrew University,2018,5,290000,Microbiology,"lytic infection, KSHV, Genetic screens, CRISPR/CAS9, Latent infection"
??? ????,??? ??????? ?????? ??????? ???? ?? ??????? ???????? ??????? G?,Hebrew University,2015,3,200000,Signal Transduction,"g-protein, membrane potential, Xenopus oocytes, G-protein coupled receptors"
??? ????,????? ?????? ?????????? ?? ????? ???? ?? ???????? ?????????? ?????? ????? G ?????? ??????? ??????????,Tel Aviv University,2018,5,310000,Neurobiology,"Drosophila, olfaction, olfaction, behavior, Olfaction, learning and memory, Olfaction, Olfaction, Olfaction, Learning and memory, behavior, G protein coupled receptors, voltage dependence, muscarinic receptors"
?????? ????? ????,??? ????? ????????? ????? ????? ????? ??????: ????????? ??????????,Ben Gurion University,2020,5,270000,Biochemistry,"molecular machines, Structure-function relationships, cryo electron microscopy, proteasome structure"
?????? ????? ????,??? ????? ????????? ????? ????? ????? ??????: ????????? ??????????,Ben Gurion University,2020,5,38000,Biochemistry,"molecular machines, Structure-function relationships, cryo electron microscopy, proteasome structure"
???? ????,????? ??????? ????? ?????? ??????? ?????? ????? ???? ?????? ??????? ?? ????? ?????? ???????,Technion,2021,5,270000,Medicine - Genetics,"Xenopus laevis, neural crest, bainbridge ropers syndrome, asxl3 gene and protein, vertebrate nervous system development"
???? ????,?????? ????? ????? ?-Wnt ?????? ??????? ????/?????? ???????,Technion,2015,5,415000,Molecular Biology,"Xenopus laevis, neural plate development, neural plate folding, planar-cell polarity (PCP) Wnt signaling, PTK7 protein, LRP6 protein, Beta-catenin protein, canonical Wnt signaling"
???? ????,?????? XMeis3 ???? ????? ?????? ???? ??????? ?????? ?????? ??????? ?????? ?????? Xenopus,Technion,2009,4,273000,Molecular Biology,"hindbrain, Xenopus laevis, Meis3 protein, Wnt3a, Zic1, Pax3, 
dorsal-lateral marginal zone, neural crest, primary neurons"
???? ????,????? ?????? XMeis3 ?????? ????? ?????? ???????? ????? ???????,Technion,2005,4,273000,Molecular Biology,"hindbrain, Xenopus laevis, Meis protein, neural A-P pattern, caudalizing, Hox proteins"
??? ?????,????? ?????? ?????? ????? ?????????? ????? ?? ???? ???? ?????,Tel Aviv University,2011,4,273000,Neurobiology,"insulin, mouse model, EAE, Multiple Sclerosis, ide, NOD, IGF-1, insulysin, brain lesion, TGF-a"
??? ?????,??????? ??? ?????? ?PS1 ????? ?????? ????????? ????? ?????????,Tel Aviv University,2019,5,280000,Immunology,"neurodegeneration, Alzheimer's disease, microglia, Animal Models, ps1"
??? ?????,??????? ??? ?????? ?PS1 ????? ?????? ????????? ????? ?????????,Tel Aviv University,2019,5,38000,Immunology,"neurodegeneration, Alzheimer's disease, microglia, Animal Models, ps1"
???? ?????,"?????? ?????? ?? Human Herpesviruses 6A & 6B : ???????? ?-DNA ,???????? ????? ???????? ??????? ????? ????? ?? ??????",Tel Aviv University,2012,4,174000,Microbiology,"Apoptosis, cell cycle,  apoptosis, cellular stress response, encephalitis, bacterial artificial chromosome (BAC), Cyclin, Viral DNA replication, Bone marrow transplantation, Human Herpesvirus 6A (HHV-6A), HHV-6B, HHV-7, Roseola Infantum, convulsions, Direct Repeats (DRs), DNA cleavage/packaging, eIF2, PKR, E2F!, E2F transcription factors, DP, retinoblastoma (Rb)"
???? ?????,????????? ?? ?????????? ???? T ?´´? Human Herpesvirus 6 ??????? ???????? ????????? ??????? ?????? ??????,Tel Aviv University,2008,4,224000,Microbiology,"E2F1, cell cycle, encephalitis, Cyclin, Bone marrow transplantation, Human Herpesvirus 6A (HHV-6A), HHV-6B, HHV-7, Roseola Infantum, convulsions, E2F transcription factors, DP, retinoblastoma (Rb)"
???? ???,????? ??????? ??? ????? ??????? ?????? ??????,Shiba Medical Centre,2006,3,157500,Molecular Biology,"Blindness, linkage disequilibrium, gene, positional cloning, Brittle cornea, red hair"
??? ????,"?????? ????? ??? ??? ?? ?´´? ??????? ???? WNK: ???? ???? - ?????, ????????? ?????????.",Shiba Medical Centre,2007,4,194000,Medicine - Blood & Respiratory Systems,"Hypertension, MAP kinase, hypercalciuria, WNK kinases, familial Hyperkalemia and Hypertension (FHH), Pseudohypoaldosteronism type II (PHA II), Hyperkalemia, Thiazides, Na-Cl cotransporter (NCCT)"
??? ????,"?????? ????? ??? ??? ?? ?""? ??????? ???? WNK: ???? ???? - ?????, ????????? ?????????",Shiba Medical Centre,2002,4,0,Medicine - basic research, 
??? ???,????? ??????? ??? ????? ?????????? ??????????? ??????? - ?????? ?? PAX8 ? p21,Rambam Health Care Centre,2018,4,250000,Medicine - Cancer & Oncology,"ovarian cancer, ovarian cancer, p21, Ovarian cancer, ovarian cancer, Ovarian cancer"
???? ?????,"????? ????? ?????? ??????, ??? ???? ?????? (NK) ????? ?????????? ????? ????? (ILC) ?????? ?????? ???????????",Hadassah Hospital,2016,4,272000,Immunology,"NKp46, NCR1, NK cells, TNFalpha, ILC, Innate Immunity, Innate Immunity, Innate immunity, NKG2D, Immunology, orthodontics, tooth movement, IFNgamma"
???? ?????,????? ????? ??? ???? ??????? (NK) ???????? Ncr1 ????? ???? ??????? ??????? ????? ????????????,Hadassah Hospital,2007,4,292000,Medicine - Cytoskeleton & Support Systems,"NKp46, NCR1, NK cells, Innate Immunity, Innate Immunity, Innate immunity, periodontal disease, P. gingivalis, F. nucleatum"
????? ????,????? ???? ?????? ????? ??????? ?????? E1E2 ?? ???? ???? ???? HCV) C)  ????? ????? ????? ?????? ???? ???? HCV,Hebrew University,2021,5,270000,Biochemistry,"Hepatitis C Virus, x-ray crystallography, structural biology,, broadly neutralizing antibodies (bNAbs), vaccine design"
?????? ??????????,????? ???? ?? ???? ?????? ?? TRPV1,Hebrew University,2018,4,280000,Medicinal Chemistry & Theranostics,"TRPV1, medicinal chemistry, neuropharmacology, pain receptors, Vanilloid Binding Site (VBS), agonist-receptor interaction"
????? ??????,?????? ?? ?????? ????? ?????? ?? ????????????? ?????? ?????,Weizmann Institute,2019,5,260000,Neurobiology,"Neural networks, Theory, short-term synaptic plasticity, integrate and fire neurons"
????? ??????,?????? ?? ????? ???????? ??????? ??????,Weizmann Institute,2006,4,247500,Neurobiology,"modeling, modeling, modeling, modeling, Modeling, Neural networks, learning and memory, neural networks, Modeling, Learning and memory, modeling, Neural Networks, Neural networks, modeling, synaptic plasticity, Learning rules, Human vision."
????? ??????,????? ???? ??-??? ?????? ??????????? ?????? ????????,Weizmann Institute,2002,4,0,Neurobiology, 
????? ??????,????? ?? ?????? ??????? ?? ????? ?????? ???????,Weizmann Institute,2010,4,253000,Neurobiology,"memory, Neural networks, neural networks, Learning, Learning, learning, Neural Networks, Learning, Neural networks, short-term synaptic plasticity, models"
????? ?????,"???????? ?? ????? ??? hepatic stellate ?""? ??????? ????? ????? ??? ????? ????? p75 neurotrophin receptor ?????? ?? Rho",Tel Aviv Sourasky Medical Center,2009,4,175000,Medicine - Metabolic and Endocrine Systems,"liver fibrosis, hepatic stellate cells, thyroid hormones, p75 neurotrophin receptor, Rho activation, nerve growth factor"
????? ?????," ????? ?????? ?? ????????, IL6 ?LIF ???? ??????? ????",Tel Aviv Sourasky Medical Center,2019,4,304000,Molecular Medicine & Human Physiology,"cholestatic injury, ductular reaction, bile ducts, cholangiocytes"
??? ??????,"????? ?? ??? ??? ??????? ????? ????? ????? ?""????""",Rambam Health Care Centre,2010,4,195000,Medicine - Genetics & Oncology,"tumor microenvironment, Cancer stem cells, ovarian cancer, ovarian cancer, Ovarian cancer, ovarian cancer, Ovarian cancer, human embryonic stem cells, anti-cancer therapy, Heterogeneity of cancer cells, niche-dependent tumorigenic capacity"
??? ??????,????? ??????? ???? ?????? ??????? ?????? ????-?????? ?? ??????? ???????? ??????-????? ?????? ?????? ???? ??? ??????? ????,Rambam Health Care Centre,2006,4,202500,Medicine - Genetics & Oncology,"tumor microenvironment, Angiogenesis, angiogenesis, Angiogenesis, angiogenesis, angiogenesis, human embryonic stem cells, anti-cancer therapy, tumor immunotherapy"
????? ???,???? ????? ?????? ?? ??????? ????????,Hebrew University,2015,5,342000,Cell Biology,"C. elegans, Aging, cell biology, developmental biology, germline, meiosis, oogenesis"
????? ???,?????? ??????? ?? ?????? ??? ???? ?? ????? ???????,Hebrew University,2021,5,270000,Developmental Biology,"lincRNA, Meiosis."
???? ???,?????? ?? ????? ????? ???? ?????? ????? ???; E2F ????? ????,Bar Ilan University,2019,4,270000,Cell Biology,"mitosis, cell cycle, protein degradation, protein dynamics, cell extracts, cell free systems, mitotic exit, apc/c, cyclin f, single cell imaging "
???? ???,???? ??????? ???? ?? ?????? Gas2l3 ????? ???????,Bar Ilan University,2016,3,272000,Cell Biology,"mitosis, cell cycle, cytokinetic abscission, protein dynamics, apc/c"
????? ???,????? ??????? ?????? 1-????? ???-??? ????-???,Tel Aviv University,2020,5,270000,Signal Transduction,"macrophages, LPS, TLR4, ceramide 1-phosphate, c1p, Lipid A, caspase-11, caspase-4"
????? ???,????? ??????? ?????? 1-????? ???-??? ????-???,Tel Aviv University,2020,5,38000,Signal Transduction,"macrophages, LPS, TLR4, ceramide 1-phosphate, c1p, Lipid A, caspase-11, caspase-4"
????? ???,????? ????? ????? ????-????? ????-?????????? ????????,Tel Aviv University,2007 ???????,,163000,Signal Transduction,"inflammation, Cytokines, transcription regulation, cytokines, cytokines, cAMP, GPCR, cytokines, creb, C/EBP, TNF alfa production, anti-TNF drug, inflammatory diseases, phospholipid signaling, phospholipid-binding receptors, Signal tranduction"
???? ????,????? ?????? ??????? ???????? ????? ????? ??? ???? ?????? ?????????,Weizmann Institute,2006,4,180000,Cell Biology,"Cranial paraxial mesoderm
Cranial neural crest
Craniofacial development
Skeletal muscles"
???? ????,????? ????????? ??????????? ???????? ???????? ???? ??? ???????,Weizmann Institute,2015,3,200000,Cell Biology,"dedifferentiation, Heart Regeneration, Cardiomyocytes , Proliferation, microenvironment, ERBB2"
???? ????,???? ????? ?? ????? ??? ????????? ????? ??????? ???,Weizmann Institute,2010,4,292000,Cell Biology,"Cardiogenesis, heart development, BMP and FGF signaling pathways"
???? ????,????? ?????? ???????? ??? ??????,Weizmann Institute,2018,4,230000,Medicine - Biomedical Engineering,"Heart Regeneration, yap, ERBB2, cardiomyocyte proliferation, cardiomyocyte proliferation, de-differentiation, Hippo, agrin"
???? ?????,????? ????? ?? ??????? ????????? (Ap4A) ??????? ??? Ap4A hydrolase ?- lysyl tRNA synthase ?????????????? ?? ???,Kaplan Medical Centre,2019,4,300000,Molecular Medicine & Human Physiology,"Ap4A, cardiac hypertrophy, di adenosine tetraphosphate, ap4a hydrolase, nudt2, lysyl trna synthase, ischemia/reperfusion injury"
???? ?????,??? ????? ?????? ?? MITF ?- ERBIN ??????????? ?????- ???????? ?????????? ??????? ????????,Kaplan Medical Centre,2015,3,200000,Medicine - Blood & Respiratory Systems,"Heart Failure , Ap4A, MITF, cardiac hypertrophy, Erbin, di-adenosine tetraphosphate"
???? ?????-????,"?????? ???????? ?? ???????: ?????, ????? ???????",Volcani Centre,2009,4,195000,Ecology,"symbiosis, Rickettsia, whiteflies, endophyte, cucurbitaceae, secondary symbionts"
